tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
PKQA-2I		PKQA-2																	This study	LP-NOMAG				PKQA	PKQA
PKQA-2I		PKQA-2																	This study	LP-NOMAG				PKQA	PKQA
PKQA-2J	PKQA-2J_LP-DIR-T	PKQA-2		mt	296.7	56.1	1	6	0	7.9	5.5	723	573	K		shoemake 2025-02-27 21:51:37	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-2J		PKQA-2																	This study	LP-NOMAG				PKQA	PKQA
PKQA-2J		PKQA-2																	This study	LP-NOMAG				PKQA	PKQA
PKQA-2K		PKQA-2																	This study	LP-NOMAG				PKQA	PKQA
PKQA-2K	PKQA-2K_LP-DIR-T	PKQA-2		mt	293.8	63.7	1	7	0	0.6	4.8	753	573	K		shoemake 2025-02-22 10:47:50	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-2K		PKQA-2																	This study	LP-NOMAG				PKQA	PKQA
PKQA-2L		PKQA-2																	This study	LP-NOMAG				PKQA	PKQA
PKQA-2L		PKQA-2																	This study	LP-NOMAG				PKQA	PKQA
PKQA-2M		PKQA-2																	This study	LP-NOMAG				PKQA	PKQA
PKQA-2M		PKQA-2																	This study	LP-NOMAG				PKQA	PKQA
PKQA-3A		PKQA-3																	This study	LP-NOMAG				PKQA	PKQA
PKQA-3A		PKQA-3																	This study	LP-NOMAG				PKQA	PKQA
PKQA-3B	PKQA-3B_LP-DIR-T	PKQA-3		lt	325.3	67.6	2	7	0	4.7	17.7	463	77	K		shoemake 2025-02-27 21:56:33	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-3B		PKQA-3																	This study	LP-NOMAG				PKQA	PKQA
PKQA-3B		PKQA-3																	This study	LP-NOMAG				PKQA	PKQA
PKQA-3B	PKQA-3B_LP-DIR-T	PKQA-3		mt	314.4	73.4	2	8	0	0.9	4.6	783	573	K		shoemake 2025-02-27 21:56:33	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-3C		PKQA-3																	This study	LP-NOMAG				PKQA	PKQA
PKQA-3C		PKQA-3																	This study	LP-NOMAG				PKQA	PKQA
PKQA-3C	PKQA-3C_LP-DIR-T	PKQA-3		mt	311.7	70.9	2	5	0	2.4	6.1	783	663	K		shoemake 2025-02-27 21:59:02	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-3C	PKQA-3C_LP-DIR-T	PKQA-3		lt	328.9	67.9	2	6	0	4.6	23.8	433	77	K		shoemake 2025-02-27 21:59:02	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-3D		PKQA-3																	This study	LP-NOMAG				PKQA	PKQA
PKQA-3D	PKQA-3D_LP-DIR-T	PKQA-3		lt	316.8	63.6	2	7	0	7.7	5.8	463	77	K		shoemake 2025-02-27 22:01:32	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-3D	PKQA-3D_LP-DIR-T	PKQA-3		mt	315.8	74.0	2	6	0	2.7	3.5	783	633	K		shoemake 2025-02-27 22:01:32	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-3D		PKQA-3																	This study	LP-NOMAG				PKQA	PKQA
PKQA-3E	PKQA-3E_LP-DIR-T	PKQA-3		lt	331.1	70.4	2	7	0	8.3	18.7	463	77	K		shoemake 2025-02-27 23:48:21	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-3E	PKQA-3E_LP-DIR-T	PKQA-3		mt	302.9	69.5	2	8	0	0.6	1.9	783	573	K		shoemake 2025-02-27 23:48:21	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-3E		PKQA-3																	This study	LP-NOMAG				PKQA	PKQA
PKQA-3E		PKQA-3																	This study	LP-NOMAG				PKQA	PKQA
PKQA-3F		PKQA-3																	This study	LP-NOMAG				PKQA	PKQA
PKQA-3F		PKQA-3																	This study	LP-NOMAG				PKQA	PKQA
PKQA-3F	PKQA-3F_LP-DIR-T	PKQA-3		mt	308.0	72.4	2	8	0	0.6	1.9	783	573	K		shoemake 2025-02-28 01:59:48	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-3F	PKQA-3F_LP-DIR-T	PKQA-3		lt	326.9	69.7	2	7	0	5.4	10.9	463	77	K		shoemake 2025-02-28 01:59:48	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-3G		PKQA-3																	This study	LP-NOMAG				PKQA	PKQA
PKQA-3G		PKQA-3																	This study	LP-NOMAG				PKQA	PKQA
PKQA-3H		PKQA-3																	This study	LP-NOMAG				PKQA	PKQA
PKQA-3H		PKQA-3																	This study	LP-NOMAG				PKQA	PKQA
PKQA-4A		PKQA-4																	This study	LP-NOMAG				PKQA	PKQA
PKQA-4A		PKQA-4																	This study	LP-NOMAG				PKQA	PKQA
PKQA-4B	PKQA-4B_LP-DIR-T	PKQA-4		lt	322.8	69.2	2	4	0	3.8	11.7	343	273	K		shoemake 2025-02-28 02:03:04	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-4B		PKQA-4																	This study	LP-NOMAG				PKQA	PKQA
PKQA-4B		PKQA-4																	This study	LP-NOMAG				PKQA	PKQA
PKQA-4B	PKQA-4B_LP-DIR-T	PKQA-4		mt	307.3	75.7	2	8	0	1.4	3.4	783	573	K		shoemake 2025-02-28 02:03:04	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-4C	PKQA-4C_LP-DIR-T	PKQA-4		lt	357.3	76.6	2	3	0	11.0	19.8	433	373	K		shoemake 2025-02-28 02:07:23	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-4C		PKQA-4																	This study	LP-NOMAG				PKQA	PKQA
PKQA-4C		PKQA-4																	This study	LP-NOMAG				PKQA	PKQA
PKQA-4C	PKQA-4C_LP-DIR-T	PKQA-4		mt	294.4	70.7	2	4	0	2.5	1.9	753	663	K		shoemake 2025-02-28 02:07:23	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-4D		PKQA-4																	This study	LP-NOMAG				PKQA	PKQA
PKQA-4D		PKQA-4																	This study	LP-NOMAG				PKQA	PKQA
PKQA-4D	PKQA-4D_LP-DIR-T	PKQA-4		mt	290.1	70.9	2	5	0	2.7	2.0	783	663	K		shoemake 2025-02-28 02:09:53	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-4D	PKQA-4D_LP-DIR-T	PKQA-4		lt	308.6	73.2	2	5	0	1.0	15.3	403	77	K		shoemake 2025-02-28 02:09:53	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-4E	PKQA-4E_LP-DIR-T	PKQA-4		lt	46.9	88.7	2	6	0	14.1	6.5	403	273	K		shoemake 2025-02-28 02:12:20	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-4E	PKQA-4E_LP-DIR-T	PKQA-4		mt	301.6	74.1	2	5	0	1.0	2.0	723	603	K		shoemake 2025-02-28 02:12:20	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-4E		PKQA-4																	This study	LP-NOMAG				PKQA	PKQA
PKQA-4E		PKQA-4																	This study	LP-NOMAG				PKQA	PKQA
PKQA-4F		PKQA-4																	This study	LP-NOMAG				PKQA	PKQA
PKQA-4F	PKQA-4F_LP-DIR-T	PKQA-4		mt	305.0	77.3	2	6	0	1.5	2.5	723	573	K		shoemake 2024-12-06 15:47:24	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-4F		PKQA-4																	This study	LP-NOMAG				PKQA	PKQA
PKQA-4F	PKQA-4F_LP-DIR-T	PKQA-4		lt	77.2	80.0	2	6	0	20.6	22.3	433	77	K		shoemake 2024-12-06 15:47:24	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-4G		PKQA-4																	This study	LP-NOMAG				PKQA	PKQA
PKQA-4G		PKQA-4																	This study	LP-NOMAG				PKQA	PKQA
PKQA-4G	PKQA-4G_LP-DIR-T	PKQA-4		mt	303.8	73.3	2	6	0	0.9	3.0	723	573	K		shoemake 2025-02-28 02:17:18	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-4G	PKQA-4G_LP-DIR-T	PKQA-4		lt	293.9	72.2	2	4	0	7.5	11.5	343	273	K		shoemake 2025-02-28 02:17:18	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-4H		PKQA-4																	This study	LP-NOMAG				PKQA	PKQA
PKQA-4H		PKQA-4																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5A		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5A		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5B	PKQA-5B_LP-DIR-T	PKQA-5		mt	137.1	11.8	2	8	0	1.5	1.7	783	573	K		shoemake 2025-02-28 02:19:49	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5B		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5B		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5B	PKQA-5B_LP-DIR-T	PKQA-5		lt	124.9	26.6	2	5	0	11.7	4.0	403	273	K		shoemake 2025-02-28 02:19:49	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5C	PKQA-5C_LP-DIR-T	PKQA-5		mt	138.8	9.8	2	9	0	2.0	2.7	783	573	K		shoemake 2025-02-28 02:22:21	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5C	PKQA-5C_LP-DIR-T	PKQA-5		lt	122.7	27.0	2	8	0	14.0	6.3	483	77	K		shoemake 2025-02-28 02:22:21	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5C		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5C		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5D	PKQA-5D_LP-DIR-T	PKQA-5		lt	120.8	30.1	2	4	0	13.7	3.4	373	77	K		shoemake 2025-02-28 11:25:07	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5D	PKQA-5D_LP-DIR-T	PKQA-5		mt	137.4	10.5	2	4	0	1.9	2.0	693	603	K		shoemake 2025-02-28 11:25:07	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5D		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5D		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5E	PKQA-5E_LP-DIR-T	PKQA-5		lt	121.0	29.6	2	7	0	13.7	2.3	463	77	K		shoemake 2025-02-28 11:39:24	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5E	PKQA-5E_LP-DIR-T	PKQA-5		mt	137.3	10.4	2	7	0	2.7	3.5	753	603	K		shoemake 2025-02-28 11:39:24	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5E		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5E		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5F		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5F		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5F	PKQA-5F_LP-DIR-T	PKQA-5		lt	121.8	27.3	2	6	0	13.3	8.2	433	77	K		shoemake 2025-02-28 12:29:31	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5F	PKQA-5F_LP-DIR-T	PKQA-5		mt	139.8	6.3	2	7	0	1.1	1.7	753	603	K		shoemake 2025-02-28 12:29:31	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5G		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5G		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5G	PKQA-5G_LP-DIR-T	PKQA-5		lt	118.7	29.8	2	10	0	17.9	6.0	483	77	K		shoemake 2025-02-28 12:31:58	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5G	PKQA-5G_LP-DIR-T	PKQA-5		mt	138.4	6.5	2	7	0	1.9	2.3	753	603	K		shoemake 2025-02-28 12:31:58	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5H	PKQA-5H_LP-DIR-T	PKQA-5		mt	139.2	6.0	2	6	0	1.7	2.1	723	603	K		shoemake 2025-02-28 12:34:24	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5H		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5H		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5H	PKQA-5H_LP-DIR-T	PKQA-5		lt	116.3	33.2	2	3	0	17.1	2.8	343	77	K		shoemake 2025-02-28 12:34:24	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5I		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5I	PKQA-5I_LP-DIR-T	PKQA-5		lt	122.1	28.2	2	6	0	12.7	3.8	403	273	K		shoemake 2025-02-28 12:36:52	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5I	PKQA-5I_LP-DIR-T	PKQA-5		mt	141.7	3.2	2	9	0	2.0	3.0	783	573	K		shoemake 2025-02-28 12:36:52	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5I		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5J	PKQA-5J_LP-DIR-T	PKQA-5		mt	143.6	-0.8	2	5	0	1.8	2.1	723	633	K		shoemake 2025-02-28 12:39:21	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5J	PKQA-5J_LP-DIR-T	PKQA-5		lt	118.6	30.7	2	9	0	18.1	8.5	483	77	K		shoemake 2025-02-28 12:39:21	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5J		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5J		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5K		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5K	PKQA-5K_LP-DIR-T	PKQA-5		lt	124.6	24.7	2	7	0	16.6	6.3	463	77	K		shoemake 2025-02-24 10:35:53	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5K		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5K	PKQA-5K_LP-DIR-T	PKQA-5		mt	144.1	-0.9	2	6	0	1.5	1.9	723	603	K		shoemake 2025-02-24 10:35:53	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5L	PKQA-5L_LP-DIR-T	PKQA-5		lt	114.6	34.4	2	6	0	27.2	4.2	433	77	K		shoemake 2025-02-28 12:44:23	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5L	PKQA-5L_LP-DIR-T	PKQA-5		mt	142.0	-0.0	2	9	0	1.5	3.1	723	513	K		shoemake 2025-02-28 12:44:23	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5L		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5L		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5M		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5M		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5M	PKQA-5M_LP-DIR-T	PKQA-5		lt	125.8	23.6	2	6	0	16.0	6.7	373	273	K		shoemake 2025-02-28 12:46:52	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5M	PKQA-5M_LP-DIR-T	PKQA-5		mt	145.6	-3.5	2	9	0	1.8	2.2	783	573	K		shoemake 2025-02-28 12:46:52	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5N		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5N		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5N	PKQA-5N_LP-DIR-T	PKQA-5		mt	141.6	0.1	2	9	0	1.9	3.2	783	573	K		shoemake 2025-02-28 13:08:18	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5N	PKQA-5N_LP-DIR-T	PKQA-5		lt	124.3	26.9	2	8	0	14.0	4.9	463	273	K		shoemake 2025-02-28 13:08:18	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5O	PKQA-5O_LP-DIR-T	PKQA-5		mt	142.5	-0.5	2	9	0	2.3	3.4	783	573	K		shoemake 2025-02-28 13:10:47	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5O		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5O	PKQA-5O_LP-DIR-T	PKQA-5		lt	127.2	24.2	2	8	0	12.2	14.1	463	77	K		shoemake 2025-02-28 13:10:47	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5O		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5P	PKQA-5P_LP-DIR-T	PKQA-5		mt	145.1	-1.5	2	6	0	3.4	4.5	723	603	K		shoemake 2025-02-28 13:13:14	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5P	PKQA-5P_LP-DIR-T	PKQA-5		lt	117.6	37.7	2	5	0	23.7	21.2	373	273	K		shoemake 2025-02-28 13:13:14	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-5P		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5P		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5Q		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-5Q		PKQA-5																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6A		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6A		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6B	PKQA-6B_LP-DIR-T	PKQA-6		lt	128.9	-2.7	2	7	0	2.1	12.1	433	273	K		shoemake 2025-02-28 13:15:40	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-6B	PKQA-6B_LP-DIR-T	PKQA-6		mt	135.3	-5.3	2	8	0	0.8	1.5	783	573	K		shoemake 2025-02-28 13:15:40	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-6B		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6B		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6C		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6C		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6C	PKQA-6C_LP-DIR-T	PKQA-6		mt	137.3	-7.1	2	8	0	0.2	2.7	783	573	K		shoemake 2025-02-28 13:18:09	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-6C	PKQA-6C_LP-DIR-T	PKQA-6		lt	128.0	-0.6	2	9	0	4.1	15.9	483	273	K		shoemake 2025-02-28 13:18:09	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-6D		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6D	PKQA-6D_LP-DIR-T	PKQA-6		mt	129.4	-0.7	2	8	0	13.8	22.2	723	513	K		shoemake 2025-02-28 13:20:38	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-6D	PKQA-6D_LP-DIR-T	PKQA-6		lt	136.1	-12.7	2	4	0	11.6	4.4	343	273	K		shoemake 2025-02-28 13:20:38	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-6D		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6E	PKQA-6E_LP-DIR-T	PKQA-6		lt	124.3	2.8	2	7	0	8.0	12.5	433	273	K		shoemake 2025-02-28 13:23:10	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-6E	PKQA-6E_LP-DIR-T	PKQA-6		mt	149.5	-15.5	2	5	0	11.7	19.1	723	603	K		shoemake 2025-02-28 13:23:10	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-6E		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6E		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6F		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6F		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6F	PKQA-6F_LP-DIR-T	PKQA-6		mt	147.3	-15.3	2	3	0	13.2	2.0	783	723	K		shoemake 2025-02-28 13:25:42	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-6F	PKQA-6F_LP-DIR-T	PKQA-6		lt	108.5	22.1	2	4	0	26.2	9.2	403	343	K		shoemake 2025-02-28 13:25:42	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-6G		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6G		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6G	PKQA-6G_LP-DIR-T	PKQA-6		lt	124.1	3.0	2	3	0	5.0	2.8	433	373	K		shoemake 2025-02-28 13:28:13	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-6G	PKQA-6G_LP-DIR-T	PKQA-6		mt	141.9	-8.3	2	9	0	4.1	5.7	783	543	K		shoemake 2025-02-28 13:28:13	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-6H	PKQA-6H_LP-DIR-T	PKQA-6		lt	117.6	11.5	2	7	0	15.1	10.9	433	273	K		shoemake 2025-02-28 13:37:02	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-6H		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6H	PKQA-6H_LP-DIR-T	PKQA-6		mt	141.6	-6.7	2	5	0	3.5	5.5	783	663	K		shoemake 2025-02-28 13:37:02	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-6H		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6I	PKQA-6I_LP-DIR-T	PKQA-6		lt	112.0	17.5	2	5	0	24.4	5.2	403	77	K		shoemake 2025-02-28 13:39:29	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-6I	PKQA-6I_LP-DIR-T	PKQA-6		mt	142.2	-7.9	2	5	0	3.0	2.8	783	663	K		shoemake 2025-02-28 13:39:29	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-6I		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6I		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
PKQA-6J	PKQA-6J_LP-DIR-T	PKQA-6		lt	126.2	0.9	2	5	0	5.7	8.7	433	343	K		shoemake 2025-02-28 13:41:56	pmagpy-4.3.7: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			PKQA	PKQA
PKQA-6J		PKQA-6																	This study	LP-NOMAG				PKQA	PKQA
