tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	sequence	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.E	PKSF-1.E_LP-DIR-T	shoemake 2024-08-14 23:30:39	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.E_LP-DIR-T-169	4.1	88.2	nan	g	-10.5	2.26e-05	4	8	1.63e-06	1.38e-07	1.54e-07	u	273	635	0	0	0.0	0.0	343.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.E	PKSF-1.E_LP-DIR-T	shoemake 2025-07-09 22:55:09	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.E_LP-DIR-T-170	1.8	85.6	nan	g	-10.7	2.32e-05	5	8	7.02e-07	1.37e-07	1.09e-07	u	273	636	0	0	0.0	0.0	373.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.E	PKSF-1.E_LP-DIR-T	shoemake 2025-07-11 23:37:20	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.E_LP-DIR-T-171	2.9	80.8	nan	g	-2.6	1.22e-05	6	8	6.09e-07	1.02e-07	6.22e-08	u	273	637	0	0	0.0	0.0	433.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.E	PKSF-1.E_LP-DIR-T	shoemake 2025-07-17 17:17:25	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.E_LP-DIR-T-172	2.9	80.8	nan	g	1.7	8.59e-06	7	8	4.35e-07	5.75e-08	3.46e-08	u	273	638	0	0	0.0	0.0	483.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.F	PKSF-1.F_LP-DIR-T	shoemake 2024-07-17 21:39:42	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.F_LP-DIR-T-173	57.3	80.5	nan	g	-12.8	1.68e-05	0	8	2.9e-06	1.73e-05	4e-06	u	273	639	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.F	PKSF-1.F_LP-DIR-T	shoemake 2024-07-18 23:13:33	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.F_LP-DIR-T-174	2.4	85.5	nan	g	-13.1	3.4e-05	1	8	1.07e-06	3.35e-07	8.64e-07	u	273	640	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.F	PKSF-1.F_LP-DIR-T	shoemake 2024-08-03 00:43:53	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.F_LP-DIR-T-175	3.1	85.7	nan	g	-12.3	3.11e-05	2	8	1.67e-06	2.3e-07	2.24e-07	u	273	641	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.F	PKSF-1.F_LP-DIR-T	shoemake 2024-08-13 21:29:03	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.F_LP-DIR-T-176	0.7	82.7	nan	g	-12.2	3.09e-05	3	8	2.63e-07	2.01e-07	2.31e-07	u	273	642	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.F	PKSF-1.F_LP-DIR-T	shoemake 2024-08-14 23:33:08	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.F_LP-DIR-T-177	2.9	85.9	nan	g	-10.8	2.56e-05	4	8	1.29e-06	2.31e-07	1.7e-07	u	273	643	0	0	0.0	0.0	343.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.F	PKSF-1.F_LP-DIR-T	shoemake 2025-07-09 22:57:39	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.F_LP-DIR-T-178	8.4	80.1	nan	g	-11.2	2.59e-05	5	8	3.77e-06	6.61e-07	1.41e-07	u	273	644	0	0	0.0	0.0	373.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.F	PKSF-1.F_LP-DIR-T	shoemake 2025-07-11 23:39:50	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.F_LP-DIR-T-179	2.0	77.4	nan	g	-2.5	1.34e-05	6	8	4.47e-07	1.13e-07	7.55e-08	u	273	645	0	0	0.0	0.0	433.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.F	PKSF-1.F_LP-DIR-T	shoemake 2025-07-17 17:19:56	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.F_LP-DIR-T-180	2.3	75.2	nan	g	1.2	9.71e-06	7	8	3.86e-07	8.17e-08	4.33e-08	u	273	646	0	0	0.0	0.0	483.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.G	PKSF-1.G_LP-DIR-T	shoemake 2024-07-17 21:42:46	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.G_LP-DIR-T-181	10.8	77.0	nan	g	-13.8	2.75e-05	0	8	4.9e-06	1.76e-06	5.75e-07	u	273	647	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.G	PKSF-1.G_LP-DIR-T	shoemake 2024-07-18 23:16:22	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.G_LP-DIR-T-182	2.9	82.7	nan	g	-13.6	2.81e-05	1	8	1.25e-06	3.08e-07	6.22e-07	u	273	648	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.G	PKSF-1.G_LP-DIR-T	shoemake 2024-08-03 00:46:04	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.G_LP-DIR-T-183	6.1	83.3	nan	g	-12.9	2.55e-05	2	8	2.7e-06	3.34e-07	1.68e-07	u	273	649	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.G	PKSF-1.G_LP-DIR-T	shoemake 2024-08-13 21:31:35	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.G_LP-DIR-T-184	7.2	85.3	nan	g	-12.8	2.52e-05	3	8	3.15e-06	2.93e-07	2.03e-07	u	273	650	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.G	PKSF-1.G_LP-DIR-T	shoemake 2024-08-14 23:35:36	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.G_LP-DIR-T-185	4.4	86.4	nan	g	-11.4	2.11e-05	4	8	1.6e-06	1.51e-07	1.51e-07	u	273	651	0	0	0.0	0.0	343.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.G	PKSF-1.G_LP-DIR-T	shoemake 2025-07-09 23:00:09	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.G_LP-DIR-T-186	10.9	80.2	nan	g	-11.9	2.13e-05	5	8	4.04e-06	7.12e-07	1.28e-07	u	273	652	0	0	0.0	0.0	373.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.G	PKSF-1.G_LP-DIR-T	shoemake 2025-07-11 23:42:21	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.G_LP-DIR-T-187	7.6	79.5	nan	g	-2.7	1.08e-05	6	8	1.41e-06	2.59e-07	7.04e-08	u	273	653	0	0	0.0	0.0	433.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.G	PKSF-1.G_LP-DIR-T	shoemake 2025-07-17 17:22:27	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.G_LP-DIR-T-188	6.2	82.1	nan	g	0.5	7.95e-06	7	8	8.64e-07	1.01e-07	5.7e-08	u	273	654	0	0	0.0	0.0	483.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.H	PKSF-1.H_LP-DIR-T	shoemake 2024-07-17 21:45:49	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.H_LP-DIR-T-189	11.2	79.4	nan	g	-13.7	3.48e-05	0	8	6.53e-06	2.05e-06	6.52e-07	u	273	655	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.H	PKSF-1.H_LP-DIR-T	shoemake 2024-07-18 23:19:10	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.H_LP-DIR-T-190	1.9	87.5	nan	g	-13.6	3.55e-05	1	8	7.85e-07	3.65e-07	8.15e-07	u	273	656	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.H	PKSF-1.H_LP-DIR-T	shoemake 2024-08-03 00:48:15	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.H_LP-DIR-T-191	3.6	89.3	nan	g	-13.0	3.24e-05	2	8	2.04e-06	2.15e-07	2.37e-07	u	273	657	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.H	PKSF-1.H_LP-DIR-T	shoemake 2024-08-13 21:34:05	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.H_LP-DIR-T-192	0.7	85.6	nan	g	-12.9	3.2e-05	3	8	2.9e-07	2.16e-07	2.49e-07	u	273	658	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.H	PKSF-1.H_LP-DIR-T	shoemake 2024-08-14 23:38:02	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.H_LP-DIR-T-193	4.6	84.2	nan	g	-11.6	2.65e-05	4	8	2.13e-06	2.34e-07	2.08e-07	u	273	659	0	0	0.0	0.0	343.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.H	PKSF-1.H_LP-DIR-T	shoemake 2025-07-09 23:02:40	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.H_LP-DIR-T-194	9.5	83.1	nan	g	-11.9	2.68e-05	5	8	4.45e-06	5.14e-07	2.24e-07	u	273	660	0	0	0.0	0.0	373.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.H	PKSF-1.H_LP-DIR-T	shoemake 2025-07-11 23:44:52	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.H_LP-DIR-T-195	7.2	84.2	nan	g	-2.8	1.33e-05	6	8	1.67e-06	1.63e-07	1.28e-07	u	273	661	0	0	0.0	0.0	433.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.H	PKSF-1.H_LP-DIR-T	shoemake 2025-07-17 17:24:59	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.H_LP-DIR-T-196	5.8	80.9	nan	g	0.5	9.93e-06	7	8	1.01e-06	1.31e-07	7.29e-08	u	273	662	0	0	0.0	0.0	483.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.I	PKSF-1.I_LP-DIR-T	shoemake 2024-07-17 21:48:50	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.I_LP-DIR-T-197	5.4	86.5	nan	g	-13.7	3.56e-05	0	8	3.22e-06	5.17e-07	7.51e-07	u	273	663	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.I	PKSF-1.I_LP-DIR-T	shoemake 2024-07-18 23:21:57	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.I_LP-DIR-T-198	4.0	87.3	nan	g	-13.7	3.59e-05	1	8	2.42e-06	3.89e-07	7.18e-07	u	273	664	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.I	PKSF-1.I_LP-DIR-T	shoemake 2024-08-03 00:50:25	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.I_LP-DIR-T-199	4.2	88.6	nan	g	-13.3	3.27e-05	2	8	2.39e-06	2.08e-07	2.19e-07	u	273	665	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.I	PKSF-1.I_LP-DIR-T	shoemake 2024-08-13 21:36:33	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.I_LP-DIR-T-200	1.0	90.5	nan	g	-13.2	3.24e-05	3	8	4.74e-07	2.06e-07	2.44e-07	u	273	666	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.I	PKSF-1.I_LP-DIR-T	shoemake 2024-08-14 23:40:26	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.I_LP-DIR-T-201	2.1	87.2	nan	g	-12.0	2.71e-05	4	8	9.76e-07	1.7e-07	1.85e-07	u	273	667	0	0	0.0	0.0	343.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.I	PKSF-1.I_LP-DIR-T	shoemake 2025-07-09 23:05:10	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.I_LP-DIR-T-202	7.5	82.6	nan	g	-12.2	2.75e-05	5	8	3.6e-06	4.67e-07	1.4e-07	u	273	668	0	0	0.0	0.0	373.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.I	PKSF-1.I_LP-DIR-T	shoemake 2025-07-11 23:47:20	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.I_LP-DIR-T-203	4.5	77.7	nan	g	-3.4	1.32e-05	6	8	1.01e-06	2.15e-07	6.89e-08	u	273	669	0	0	0.0	0.0	433.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.I	PKSF-1.I_LP-DIR-T	shoemake 2025-07-17 17:27:29	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.I_LP-DIR-T-204	0.7	81.3	nan	g	-0.1	1.01e-05	7	8	1.12e-07	7.14e-08	4.64e-08	u	273	670	0	0	0.0	0.0	483.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.J	PKSF-1.J_LP-DIR-T	shoemake 2024-07-17 21:51:51	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.J_LP-DIR-T-205	8.5	79.5	nan	g	-14.7	3.14e-05	0	8	4.44e-06	1.41e-06	7.69e-07	u	273	671	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.J	PKSF-1.J_LP-DIR-T	shoemake 2024-07-18 23:24:43	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.J_LP-DIR-T-206	4.7	80.7	nan	g	-14.8	3.17e-05	1	8	2.46e-06	5.45e-07	7.38e-07	u	273	672	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.J	PKSF-1.J_LP-DIR-T	shoemake 2024-08-03 00:52:34	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.J_LP-DIR-T-207	5.7	86.3	nan	g	-14.0	2.87e-05	2	8	2.86e-06	2.74e-07	2.43e-07	u	273	673	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.J	PKSF-1.J_LP-DIR-T	shoemake 2024-08-13 21:39:00	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.J_LP-DIR-T-208	8.7	85.6	nan	g	-14.0	2.82e-05	3	8	4.28e-06	3.97e-07	2.96e-07	u	273	674	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.J	PKSF-1.J_LP-DIR-T	shoemake 2024-08-14 23:42:51	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.J_LP-DIR-T-209	6.7	88.5	nan	g	-12.8	2.37e-05	4	8	2.79e-06	2.26e-07	1.68e-07	u	273	675	0	0	0.0	0.0	343.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.J	PKSF-1.J_LP-DIR-T	shoemake 2025-07-09 23:07:39	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.J_LP-DIR-T-210	9.1	83.2	nan	g	-13.2	2.4e-05	5	8	3.83e-06	4.81e-07	1.8e-07	u	273	676	0	0	0.0	0.0	373.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.J	PKSF-1.J_LP-DIR-T	shoemake 2025-07-11 23:49:47	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.J_LP-DIR-T-211	6.0	81.1	nan	g	-4.2	1.11e-05	6	8	1.15e-06	1.79e-07	8.28e-08	u	273	677	0	0	0.0	0.0	433.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.J	PKSF-1.J_LP-DIR-T	shoemake 2025-07-17 17:29:57	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.J_LP-DIR-T-212	1.0	81.6	nan	g	-1.2	8.77e-06	7	8	1.38e-07	5.14e-08	5.61e-08	u	273	678	0	0	0.0	0.0	483.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.K	PKSF-1.K_LP-DIR-T	shoemake 2024-07-17 21:54:49	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.K_LP-DIR-T-213	20.9	81.5	nan	g	-16.1	3.25e-05	0	8	1.16e-05	4.58e-06	7e-07	u	273	679	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.K	PKSF-1.K_LP-DIR-T	shoemake 2024-07-18 23:27:26	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.K_LP-DIR-T-214	5.5	80.1	nan	g	-14.5	3.41e-05	1	8	3.12e-06	6.21e-07	7.64e-07	u	273	680	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.K	PKSF-1.K_LP-DIR-T	shoemake 2024-07-19 15:19:40	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.K_LP-DIR-T-215	83.4	1.7	nan	g	0.6	2.47e-06	2	8	8.71e-07	3.52e-05	9.29e-06	u	273	681	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.K	PKSF-1.K_LP-DIR-T	shoemake 2024-07-19 16:10:00	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.K_LP-DIR-T-216	9.2	81.3	nan	g	-14.7	3.38e-05	3	8	5.23e-06	1.46e-06	6.54e-07	u	273	682	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.K	PKSF-1.K_LP-DIR-T	shoemake 2024-07-19 17:37:57	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.K_LP-DIR-T-217	84.7	7.8	nan	g	1.8	1.51e-06	4	8	3.95e-06	3.51e-05	9.31e-06	u	273	683	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.K	PKSF-1.K_LP-DIR-T	shoemake 2024-07-19 20:02:42	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.K_LP-DIR-T-218	16.0	85.1	nan	g	-15.3	3.3e-05	5	8	9.16e-06	2.25e-06	6.73e-07	u	273	684	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.K	PKSF-1.K_LP-DIR-T	shoemake 2024-08-03 00:54:40	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.K_LP-DIR-T-219	0.7	87.2	nan	g	-14.8	3.13e-05	6	8	3.22e-07	2.16e-07	2.26e-07	u	273	685	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.K	PKSF-1.K_LP-DIR-T	shoemake 2024-08-13 21:41:28	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.K_LP-DIR-T-220	0.9	89.8	nan	g	-14.6	3.09e-05	7	8	3.99e-07	2e-07	2.22e-07	u	273	686	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.K	PKSF-1.K_LP-DIR-T	shoemake 2024-08-14 23:45:15	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.K_LP-DIR-T-221	4.7	87.4	nan	g	-13.6	2.58e-05	8	8	2.09e-06	1.65e-07	2.12e-07	u	273	687	0	0	0.0	0.0	343.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.K	PKSF-1.K_LP-DIR-T	shoemake 2025-07-09 23:10:06	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.K_LP-DIR-T-222	3.7	87.4	nan	g	-13.8	2.65e-05	9	8	1.72e-06	1.63e-07	1.37e-07	u	273	688	0	0	0.0	0.0	373.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.K	PKSF-1.K_LP-DIR-T	shoemake 2025-07-11 23:52:15	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.K_LP-DIR-T-223	3.7	84.9	nan	g	-4.6	1.16e-05	10	8	7.51e-07	7.65e-08	6.96e-08	u	273	689	0	0	0.0	0.0	433.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.K	PKSF-1.K_LP-DIR-T	shoemake 2025-07-17 17:32:23	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.K_LP-DIR-T-224	3.0	80.4	nan	g	-1.8	9.5e-06	11	8	4.9e-07	6.85e-08	4.66e-08	u	273	690	0	0	0.0	0.0	483.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.L	PKSF-1.L_LP-DIR-T	shoemake 2024-07-17 21:57:48	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.L_LP-DIR-T-225	27.3	72.9	nan	g	-16.8	2.9e-05	0	8	1.16e-05	9.49e-06	6.96e-07	u	273	691	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.L	PKSF-1.L_LP-DIR-T	shoemake 2024-07-18 23:30:09	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.L_LP-DIR-T-226	1.7	89.3	nan	g	-15.3	3.25e-05	1	8	6.62e-07	3.45e-07	6.66e-07	u	273	692	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.L	PKSF-1.L_LP-DIR-T	shoemake 2024-08-03 00:56:47	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.L_LP-DIR-T-227	2.1	81.4	nan	g	-14.7	2.94e-05	2	8	1.03e-06	2.58e-07	2.32e-07	u	273	693	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.L	PKSF-1.L_LP-DIR-T	shoemake 2024-08-13 21:43:57	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.L_LP-DIR-T-228	2.9	82.4	nan	g	-14.6	2.9e-05	3	8	1.4e-06	2.8e-07	2.7e-07	u	273	694	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.L	PKSF-1.L_LP-DIR-T	shoemake 2024-08-14 23:47:42	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.L_LP-DIR-T-229	1.8	81.6	nan	g	-13.9	2.5e-05	4	8	7.55e-07	1.99e-07	2.1e-07	u	273	695	0	0	0.0	0.0	343.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.L	PKSF-1.L_LP-DIR-T	shoemake 2025-07-09 23:12:32	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.L_LP-DIR-T-230	12.9	82.6	nan	g	-14.5	2.5e-05	5	8	5.67e-06	7.7e-07	1.85e-07	u	273	696	0	0	0.0	0.0	373.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.L	PKSF-1.L_LP-DIR-T	shoemake 2025-07-11 23:54:41	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.L_LP-DIR-T-231	1.9	87.7	nan	g	-4.4	1.07e-05	6	8	3.46e-07	5.62e-08	9.04e-08	u	273	697	0	0	0.0	0.0	433.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.L	PKSF-1.L_LP-DIR-T	shoemake 2025-07-17 17:34:49	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.L_LP-DIR-T-232	4.3	81.0	nan	g	-1.9	8.91e-06	7	8	6.67e-07	9.05e-08	7.44e-08	u	273	698	0	0	0.0	0.0	483.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.M	PKSF-1.M_LP-DIR-T	shoemake 2024-07-17 22:00:46	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.M_LP-DIR-T-233	27.3	71.3	nan	g	-17.5	3.04e-05	0	8	1.19e-05	1.03e-05	7.22e-07	u	273	699	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.M	PKSF-1.M_LP-DIR-T	shoemake 2024-07-18 23:32:52	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.M_LP-DIR-T-234	5.3	84.8	nan	g	-16.4	3.4e-05	1	8	3.03e-06	4.59e-07	8.71e-07	u	273	700	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.M	PKSF-1.M_LP-DIR-T	shoemake 2024-07-19 15:22:28	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.M_LP-DIR-T-235	84.8	4.4	nan	g	-2.5	1.39e-06	2	8	8e-07	3.48e-05	1.04e-05	u	273	701	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.M	PKSF-1.M_LP-DIR-T	shoemake 2024-07-19 16:15:02	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.M_LP-DIR-T-236	16.1	79.3	nan	g	-16.9	3.29e-05	3	8	8.78e-06	3.58e-06	8.02e-07	u	273	702	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.M	PKSF-1.M_LP-DIR-T	shoemake 2024-07-19 17:43:00	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.M_LP-DIR-T-237	83.1	4.2	nan	g	-1.8	2.69e-06	4	8	1.5e-06	3.47e-05	1.04e-05	u	273	703	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.M	PKSF-1.M_LP-DIR-T	shoemake 2024-07-19 20:05:26	LT-NO:LP-DIR-T	pmagpy-4.3.7	PKSF-1.M_LP-DIR-T-238	15.1	78.0	nan	g	-16.7	3.29e-05	5	8	8.2e-06	3.37e-06	8.84e-07	u	273	704	0	0	0.0	0.0	273.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.M	PKSF-1.M_LP-DIR-T	shoemake 2024-08-03 00:58:54	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.M_LP-DIR-T-239	10.2	84.9	nan	g	-15.7	3.03e-05	6	8	5.43e-06	5.85e-07	2.14e-07	u	273	705	0	0	0.0	0.0	77.0
nan	This study	PKSF	PKSF-1.	PKSF	PKSF-1.M	PKSF-1.M_LP-DIR-T	shoemake 2024-08-05 12:28:01	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	PKSF-1.M_LP-DIR-T-240	1.6	82.1	nan	g	-15.4	3.09e-05	7	8	8.42e-07	2.06e-07	1.84e-07	u	273	706	0	0	0.0	0.0	77.0
